"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2020-09-07,"BC","Northern","Northwest",0,0.57
2020-09-07,"BC","Northern","Unknown",0,0
2020-09-07,"BC","Vancouver Coastal","All",36,48
2020-09-07,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",7,8.29
2020-09-07,"BC","Vancouver Coastal","Richmond",4,5
2020-09-07,"BC","Vancouver Coastal","Unknown",0,0.43
2020-09-07,"BC","Vancouver Coastal","Vancouver",25,34.29
2020-09-07,"BC","Vancouver Island","All",0,1.14
2020-09-07,"BC","Vancouver Island","Central Vancouver Island",0,0.29
2020-09-07,"BC","Vancouver Island","North Vancouver Island",0,0.43
2020-09-07,"BC","Vancouver Island","South Vancouver Island",0,0.43
2020-09-07,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-09-08,"BC","All","All",114,111.43
2020-09-08,"BC","Fraser","All",73,58.43
2020-09-08,"BC","Fraser","Fraser East",6,4.43
2020-09-08,"BC","Fraser","Fraser North",26,19.86
2020-09-08,"BC","Fraser","Fraser South",41,34.14
2020-09-08,"BC","Fraser","Unknown",0,0
2020-09-08,"BC","Interior","All",1,2.14
2020-09-08,"BC","Interior","East Kootenay",0,0
2020-09-08,"BC","Interior","Kootenay Boundary",0,0.14
2020-09-08,"BC","Interior","Okanagan",1,0.86
2020-09-08,"BC","Interior","Thompson Cariboo Shuswap",0,1.14
2020-09-08,"BC","Northern","All",4,3.71
2020-09-08,"BC","Northern","Northeast",2,3
2020-09-08,"BC","Northern","Northern Interior",2,0.57
2020-09-08,"BC","Northern","Northwest",0,0.14
2020-09-08,"BC","Northern","Unknown",0,0
2020-09-08,"BC","Vancouver Coastal","All",35,46
2020-09-08,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",6,7.29
2020-09-08,"BC","Vancouver Coastal","Richmond",6,5.43
2020-09-08,"BC","Vancouver Coastal","Unknown",0,0.43
2020-09-08,"BC","Vancouver Coastal","Vancouver",23,32.86
2020-09-08,"BC","Vancouver Island","All",1,1.14
2020-09-08,"BC","Vancouver Island","Central Vancouver Island",0,0.29
2020-09-08,"BC","Vancouver Island","North Vancouver Island",0,0.29
2020-09-08,"BC","Vancouver Island","South Vancouver Island",1,0.57
2020-09-08,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-09-09,"BC","All","All",122,117.29
2020-09-09,"BC","Fraser","All",41,59.14
2020-09-09,"BC","Fraser","Fraser East",3,4.71
2020-09-09,"BC","Fraser","Fraser North",10,19.43
2020-09-09,"BC","Fraser","Fraser South",28,35
2020-09-09,"BC","Fraser","Unknown",0,0
2020-09-09,"BC","Interior","All",1,1.86
2020-09-09,"BC","Interior","East Kootenay",0,0
2020-09-09,"BC","Interior","Kootenay Boundary",0,0
2020-09-09,"BC","Interior","Okanagan",1,1
2020-09-09,"BC","Interior","Thompson Cariboo Shuswap",0,0.86
2020-09-09,"BC","Northern","All",13,5.14
2020-09-09,"BC","Northern","Northeast",8,3.71
2020-09-09,"BC","Northern","Northern Interior",2,0.86
2020-09-09,"BC","Northern","Northwest",3,0.57
2020-09-09,"BC","Northern","Unknown",0,0
2020-09-09,"BC","Vancouver Coastal","All",65,50
2020-09-09,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",14,8.14
2020-09-09,"BC","Vancouver Coastal","Richmond",6,5.71
2020-09-09,"BC","Vancouver Coastal","Unknown",0,0.43
2020-09-09,"BC","Vancouver Coastal","Vancouver",45,35.71
2020-09-09,"BC","Vancouver Island","All",2,1.14
2020-09-09,"BC","Vancouver Island","Central Vancouver Island",0,0.29
2020-09-09,"BC","Vancouver Island","North Vancouver Island",0,0.14
2020-09-09,"BC","Vancouver Island","South Vancouver Island",2,0.71
2020-09-09,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-09-10,"BC","All","All",121,113.29
2020-09-10,"BC","Fraser","All",58,57.43
2020-09-10,"BC","Fraser","Fraser East",6,5
2020-09-10,"BC","Fraser","Fraser North",24,19.14
2020-09-10,"BC","Fraser","Fraser South",28,33.29
2020-09-10,"BC","Fraser","Unknown",0,0
2020-09-10,"BC","Interior","All",2,1.86
2020-09-10,"BC","Interior","East Kootenay",0,0
2020-09-10,"BC","Interior","Kootenay Boundary",1,0.14
2020-09-10,"BC","Interior","Okanagan",1,1
2020-09-10,"BC","Interior","Thompson Cariboo Shuswap",0,0.71
2020-09-10,"BC","Northern","All",0,4.14
2020-09-10,"BC","Northern","Northeast",0,2.71
2020-09-10,"BC","Northern","Northern Interior",0,0.86
2020-09-10,"BC","Northern","Northwest",0,0.57
2020-09-10,"BC","Northern","Unknown",0,0
2020-09-10,"BC","Vancouver Coastal","All",58,48.57
2020-09-10,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",5,7.43
2020-09-10,"BC","Vancouver Coastal","Richmond",2,4.43
2020-09-10,"BC","Vancouver Coastal","Unknown",0,0.29
2020-09-10,"BC","Vancouver Coastal","Vancouver",51,36.43
2020-09-10,"BC","Vancouver Island","All",3,1.29
2020-09-10,"BC","Vancouver Island","Central Vancouver Island",2,0.43
2020-09-10,"BC","Vancouver Island","North Vancouver Island",0,0.14
2020-09-10,"BC","Vancouver Island","South Vancouver Island",1,0.71
2020-09-10,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-09-11,"BC","All","All",149,116.71
2020-09-11,"BC","Fraser","All",55,56.14
2020-09-11,"BC","Fraser","Fraser East",2,4.57
2020-09-11,"BC","Fraser","Fraser North",12,17.43
2020-09-11,"BC","Fraser","Fraser South",41,34.14
2020-09-11,"BC","Fraser","Unknown",0,0
2020-09-11,"BC","Interior","All",1,1.14
2020-09-11,"BC","Interior","East Kootenay",0,0
2020-09-11,"BC","Interior","Kootenay Boundary",1,0.29
2020-09-11,"BC","Interior","Okanagan",0,0.57
2020-09-11,"BC","Interior","Thompson Cariboo Shuswap",0,0.29
2020-09-11,"BC","Northern","All",5,4.14
2020-09-11,"BC","Northern","Northeast",4,2.57
2020-09-11,"BC","Northern","Northern Interior",1,1
2020-09-11,"BC","Northern","Northwest",0,0.57
2020-09-11,"BC","Northern","Unknown",0,0
2020-09-11,"BC","Vancouver Coastal","All",84,53.57
2020-09-11,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",14,8.14
2020-09-11,"BC","Vancouver Coastal","Richmond",19,6.57
2020-09-11,"BC","Vancouver Coastal","Unknown",3,0.71
2020-09-11,"BC","Vancouver Coastal","Vancouver",48,38.14
2020-09-11,"BC","Vancouver Island","All",4,1.71
2020-09-11,"BC","Vancouver Island","Central Vancouver Island",1,0.57
2020-09-11,"BC","Vancouver Island","North Vancouver Island",0,0
2020-09-11,"BC","Vancouver Island","South Vancouver Island",3,1.14
2020-09-11,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-09-12,"BC","All","All",101,115.57
2020-09-12,"BC","Fraser","All",37,53.86
2020-09-12,"BC","Fraser","Fraser East",8,5.14
2020-09-12,"BC","Fraser","Fraser North",13,17.86
2020-09-12,"BC","Fraser","Fraser South",16,30.86
2020-09-12,"BC","Fraser","Unknown",0,0
2020-09-12,"BC","Interior","All",4,1.43
2020-09-12,"BC","Interior","East Kootenay",0,0
2020-09-12,"BC","Interior","Kootenay Boundary",1,0.43
2020-09-12,"BC","Interior","Okanagan",2,0.71
2020-09-12,"BC","Interior","Thompson Cariboo Shuswap",1,0.29
2020-09-12,"BC","Northern","All",4,4.57
2020-09-12,"BC","Northern","Northeast",1,2.71
2020-09-12,"BC","Northern","Northern Interior",1,1
2020-09-12,"BC","Northern","Northwest",2,0.86
2020-09-12,"BC","Northern","Unknown",0,0
2020-09-12,"BC","Vancouver Coastal","All",55,54
2020-09-12,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",5,7.86
2020-09-12,"BC","Vancouver Coastal","Richmond",2,5.86
2020-09-12,"BC","Vancouver Coastal","Unknown",0,0.71
2020-09-12,"BC","Vancouver Coastal","Vancouver",48,39.57
2020-09-12,"BC","Vancouver Island","All",1,1.71
2020-09-12,"BC","Vancouver Island","Central Vancouver Island",1,0.57
2020-09-12,"BC","Vancouver Island","North Vancouver Island",0,0
2020-09-12,"BC","Vancouver Island","South Vancouver Island",0,1.14
2020-09-12,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-09-13,"BC","All","All",84,111.71
2020-09-13,"BC","Fraser","All",36,50.57
2020-09-13,"BC","Fraser","Fraser East",7,4.86
2020-09-13,"BC","Fraser","Fraser North",8,16.29
2020-09-13,"BC","Fraser","Fraser South",21,29.43
2020-09-13,"BC","Fraser","Unknown",0,0
2020-09-13,"BC","Interior","All",4,1.86
2020-09-13,"BC","Interior","East Kootenay",0,0
2020-09-13,"BC","Interior","Kootenay Boundary",1,0.57
2020-09-13,"BC","Interior","Okanagan",3,1.14
2020-09-13,"BC","Interior","Thompson Cariboo Shuswap",0,0.14
2020-09-13,"BC","Northern","All",4,4.43
2020-09-13,"BC","Northern","Northeast",2,2.43
2020-09-13,"BC","Northern","Northern Interior",2,1.29
2020-09-13,"BC","Northern","Northwest",0,0.71
2020-09-13,"BC","Northern","Unknown",0,0
2020-09-13,"BC","Vancouver Coastal","All",40,53.29
2020-09-13,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",11,8.86
2020-09-13,"BC","Vancouver Coastal","Richmond",0,5.57
2020-09-13,"BC","Vancouver Coastal","Unknown",0,0.43
2020-09-13,"BC","Vancouver Coastal","Vancouver",29,38.43
2020-09-13,"BC","Vancouver Island","All",0,1.57
2020-09-13,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2020-09-13,"BC","Vancouver Island","North Vancouver Island",0,0
2020-09-13,"BC","Vancouver Island","South Vancouver Island",0,1
2020-09-13,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-09-14,"BC","All","All",82,110.43
2020-09-14,"BC","Fraser","All",40,48.57
2020-09-14,"BC","Fraser","Fraser East",4,5.14
2020-09-14,"BC","Fraser","Fraser North",10,14.71
2020-09-14,"BC","Fraser","Fraser South",26,28.71
2020-09-14,"BC","Fraser","Unknown",0,0
2020-09-14,"BC","Interior","All",4,2.43
2020-09-14,"BC","Interior","East Kootenay",1,0.14
2020-09-14,"BC","Interior","Kootenay Boundary",2,0.86
2020-09-14,"BC","Interior","Okanagan",0,1.14
2020-09-14,"BC","Interior","Thompson Cariboo Shuswap",1,0.29
2020-09-14,"BC","Northern","All",11,5.86
2020-09-14,"BC","Northern","Northeast",1,2.57
2020-09-14,"BC","Northern","Northern Interior",10,2.57
2020-09-14,"BC","Northern","Northwest",0,0.71
2020-09-14,"BC","Northern","Unknown",0,0
2020-09-14,"BC","Vancouver Coastal","All",27,52
2020-09-14,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",8,9
2020-09-14,"BC","Vancouver Coastal","Richmond",2,5.29
2020-09-14,"BC","Vancouver Coastal","Unknown",0,0.43
2020-09-14,"BC","Vancouver Coastal","Vancouver",17,37.29
2020-09-14,"BC","Vancouver Island","All",0,1.57
2020-09-14,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2020-09-14,"BC","Vancouver Island","North Vancouver Island",0,0
2020-09-14,"BC","Vancouver Island","South Vancouver Island",0,1
2020-09-14,"Out of Canada","Out of Canada","Out of Canada",1,0.14
2020-09-15,"BC","All","All",153,116
2020-09-15,"BC","Fraser","All",78,49.29
2020-09-15,"BC","Fraser","Fraser East",9,5.57
2020-09-15,"BC","Fraser","Fraser North",23,14.29
2020-09-15,"BC","Fraser","Fraser South",46,29.43
2020-09-15,"BC","Fraser","Unknown",0,0
2020-09-15,"BC","Interior","All",7,3.29
2020-09-15,"BC","Interior","East Kootenay",0,0.14
2020-09-15,"BC","Interior","Kootenay Boundary",1,1
2020-09-15,"BC","Interior","Okanagan",2,1.29
2020-09-15,"BC","Interior","Thompson Cariboo Shuswap",4,0.86
2020-09-15,"BC","Northern","All",9,6.57
2020-09-15,"BC","Northern","Northeast",6,3.14
2020-09-15,"BC","Northern","Northern Interior",3,2.71
2020-09-15,"BC","Northern","Northwest",0,0.71
2020-09-15,"BC","Northern","Unknown",0,0
2020-09-15,"BC","Vancouver Coastal","All",59,55.43
2020-09-15,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",9,9.43
2020-09-15,"BC","Vancouver Coastal","Richmond",6,5.29
2020-09-15,"BC","Vancouver Coastal","Unknown",0,0.43
2020-09-15,"BC","Vancouver Coastal","Vancouver",44,40.29
2020-09-15,"BC","Vancouver Island","All",0,1.43
2020-09-15,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2020-09-15,"BC","Vancouver Island","North Vancouver Island",0,0
2020-09-15,"BC","Vancouver Island","South Vancouver Island",0,0.86
2020-09-15,"Out of Canada","Out of Canada","Out of Canada",1,0.29
2020-09-16,"BC","All","All",142,118.86
2020-09-16,"BC","Fraser","All",73,53.86
2020-09-16,"BC","Fraser","Fraser East",1,5.29
2020-09-16,"BC","Fraser","Fraser North",17,15.29
2020-09-16,"BC","Fraser","Fraser South",55,33.29
2020-09-16,"BC","Fraser","Unknown",0,0
2020-09-16,"BC","Interior","All",3,3.57
2020-09-16,"BC","Interior","East Kootenay",0,0.14
2020-09-16,"BC","Interior","Kootenay Boundary",1,1.14
2020-09-16,"BC","Interior","Okanagan",1,1.29
2020-09-16,"BC","Interior","Thompson Cariboo Shuswap",1,1
2020-09-16,"BC","Northern","All",4,5.29
2020-09-16,"BC","Northern","Northeast",3,2.43
2020-09-16,"BC","Northern","Northern Interior",1,2.57
2020-09-16,"BC","Northern","Northwest",0,0.29
2020-09-16,"BC","Northern","Unknown",0,0
2020-09-16,"BC","Vancouver Coastal","All",61,54.86
2020-09-16,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",6,8.29
2020-09-16,"BC","Vancouver Coastal","Richmond",4,5
2020-09-16,"BC","Vancouver Coastal","Unknown",1,0.57
2020-09-16,"BC","Vancouver Coastal","Vancouver",50,41
2020-09-16,"BC","Vancouver Island","All",1,1.29
2020-09-16,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2020-09-16,"BC","Vancouver Island","North Vancouver Island",0,0
2020-09-16,"BC","Vancouver Island","South Vancouver Island",1,0.71
2020-09-16,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-09-17,"BC","All","All",153,123.43
2020-09-17,"BC","Fraser","All",81,57.14
2020-09-17,"BC","Fraser","Fraser East",6,5.29
2020-09-17,"BC","Fraser","Fraser North",9,13.14
2020-09-17,"BC","Fraser","Fraser South",66,38.71
2020-09-17,"BC","Fraser","Unknown",0,0
2020-09-17,"BC","Interior","All",2,3.57
2020-09-17,"BC","Interior","East Kootenay",1,0.29
2020-09-17,"BC","Interior","Kootenay Boundary",0,1
2020-09-17,"BC","Interior","Okanagan",0,1.14
2020-09-17,"BC","Interior","Thompson Cariboo Shuswap",1,1.14
2020-09-17,"BC","Northern","All",7,6.29
2020-09-17,"BC","Northern","Northeast",3,2.86
2020-09-17,"BC","Northern","Northern Interior",3,3
2020-09-17,"BC","Northern","Northwest",1,0.43
2020-09-17,"BC","Northern","Unknown",0,0
2020-09-17,"BC","Vancouver Coastal","All",63,55.57
2020-09-17,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",13,9.43
2020-09-17,"BC","Vancouver Coastal","Richmond",6,5.57
2020-09-17,"BC","Vancouver Coastal","Unknown",0,0.57
2020-09-17,"BC","Vancouver Coastal","Vancouver",44,40
2020-09-17,"BC","Vancouver Island","All",0,0.86
2020-09-17,"BC","Vancouver Island","Central Vancouver Island",0,0.29
2020-09-17,"BC","Vancouver Island","North Vancouver Island",0,0
2020-09-17,"BC","Vancouver Island","South Vancouver Island",0,0.57
2020-09-17,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-09-18,"BC","All","All",130,120.71
2020-09-18,"BC","Fraser","All",57,57.43
2020-09-18,"BC","Fraser","Fraser East",3,5.43
2020-09-18,"BC","Fraser","Fraser North",10,12.86
2020-09-18,"BC","Fraser","Fraser South",44,39.14
2020-09-18,"BC","Fraser","Unknown",0,0
2020-09-18,"BC","Interior","All",12,5.14
2020-09-18,"BC","Interior","East Kootenay",4,0.86
2020-09-18,"BC","Interior","Kootenay Boundary",1,1
2020-09-18,"BC","Interior","Okanagan",4,1.71
2020-09-18,"BC","Interior","Thompson Cariboo Shuswap",3,1.57
2020-09-18,"BC","Northern","All",5,6.29
2020-09-18,"BC","Northern","Northeast",0,2.29
2020-09-18,"BC","Northern","Northern Interior",4,3.43
2020-09-18,"BC","Northern","Northwest",1,0.57
2020-09-18,"BC","Northern","Unknown",0,0
2020-09-18,"BC","Vancouver Coastal","All",52,51
2020-09-18,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",16,9.71
2020-09-18,"BC","Vancouver Coastal","Richmond",6,3.71
2020-09-18,"BC","Vancouver Coastal","Unknown",0,0.14
2020-09-18,"BC","Vancouver Coastal","Vancouver",30,37.43
2020-09-18,"BC","Vancouver Island","All",4,0.86
2020-09-18,"BC","Vancouver Island","Central Vancouver Island",3,0.57
2020-09-18,"BC","Vancouver Island","North Vancouver Island",1,0.14
2020-09-18,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-09-18,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-09-19,"BC","All","All",108,121.71
2020-09-19,"BC","Fraser","All",67,61.71
2020-09-19,"BC","Fraser","Fraser East",8,5.43
2020-09-19,"BC","Fraser","Fraser North",22,14.14
2020-09-19,"BC","Fraser","Fraser South",37,42.14
2020-09-19,"BC","Fraser","Unknown",0,0
2020-09-19,"BC","Interior","All",6,5.43
2020-09-19,"BC","Interior","East Kootenay",2,1.14
2020-09-19,"BC","Interior","Kootenay Boundary",0,0.86
2020-09-19,"BC","Interior","Okanagan",1,1.57
2020-09-19,"BC","Interior","Thompson Cariboo Shuswap",3,1.86
2020-09-19,"BC","Northern","All",0,5.71
2020-09-19,"BC","Northern","Northeast",0,2.14
2020-09-19,"BC","Northern","Northern Interior",0,3.29
2020-09-19,"BC","Northern","Northwest",0,0.29
2020-09-19,"BC","Northern","Unknown",0,0
2020-09-19,"BC","Vancouver Coastal","All",35,48.14
2020-09-19,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",7,10
2020-09-19,"BC","Vancouver Coastal","Richmond",1,3.57
2020-09-19,"BC","Vancouver Coastal","Unknown",0,0.14
2020-09-19,"BC","Vancouver Coastal","Vancouver",27,34.43
2020-09-19,"BC","Vancouver Island","All",0,0.71
2020-09-19,"BC","Vancouver Island","Central Vancouver Island",0,0.43
2020-09-19,"BC","Vancouver Island","North Vancouver Island",0,0.14
2020-09-19,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-09-19,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-09-20,"BC","All","All",126,127.71
2020-09-20,"BC","Fraser","All",68,66.29
2020-09-20,"BC","Fraser","Fraser East",3,4.86
2020-09-20,"BC","Fraser","Fraser North",20,15.86
2020-09-20,"BC","Fraser","Fraser South",45,45.57
2020-09-20,"BC","Fraser","Unknown",0,0
2020-09-20,"BC","Interior","All",3,5.29
2020-09-20,"BC","Interior","East Kootenay",0,1.14
2020-09-20,"BC","Interior","Kootenay Boundary",1,0.86
2020-09-20,"BC","Interior","Okanagan",1,1.29
2020-09-20,"BC","Interior","Thompson Cariboo Shuswap",1,2
2020-09-20,"BC","Northern","All",4,5.71
2020-09-20,"BC","Northern","Northeast",2,2.14
2020-09-20,"BC","Northern","Northern Interior",2,3.29
2020-09-20,"BC","Northern","Northwest",0,0.29
2020-09-20,"BC","Northern","Unknown",0,0
2020-09-20,"BC","Vancouver Coastal","All",48,49.29
2020-09-20,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",13,10.29
2020-09-20,"BC","Vancouver Coastal","Richmond",4,4.14
2020-09-20,"BC","Vancouver Coastal","Unknown",0,0.14
2020-09-20,"BC","Vancouver Coastal","Vancouver",31,34.71
2020-09-20,"BC","Vancouver Island","All",3,1.14
2020-09-20,"BC","Vancouver Island","Central Vancouver Island",1,0.57
2020-09-20,"BC","Vancouver Island","North Vancouver Island",2,0.43
2020-09-20,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-09-20,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-09-21,"BC","All","All",98,130
2020-09-21,"BC","Fraser","All",42,66.57
2020-09-21,"BC","Fraser","Fraser East",4,4.86
2020-09-21,"BC","Fraser","Fraser North",6,15.29
2020-09-21,"BC","Fraser","Fraser South",32,46.43
2020-09-21,"BC","Fraser","Unknown",0,0
2020-09-21,"BC","Interior","All",4,5.29
2020-09-21,"BC","Interior","East Kootenay",2,1.29
2020-09-21,"BC","Interior","Kootenay Boundary",0,0.57
2020-09-21,"BC","Interior","Okanagan",1,1.43
2020-09-21,"BC","Interior","Thompson Cariboo Shuswap",1,2
2020-09-21,"BC","Northern","All",8,5.29
2020-09-21,"BC","Northern","Northeast",1,2.14
2020-09-21,"BC","Northern","Northern Interior",2,2.14
2020-09-21,"BC","Northern","Northwest",5,1
2020-09-21,"BC","Northern","Unknown",0,0
2020-09-21,"BC","Vancouver Coastal","All",44,51.71
2020-09-21,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",10,10.57
2020-09-21,"BC","Vancouver Coastal","Richmond",2,4.14
2020-09-21,"BC","Vancouver Coastal","Unknown",0,0.14
2020-09-21,"BC","Vancouver Coastal","Vancouver",32,36.86
2020-09-21,"BC","Vancouver Island","All",0,1.14
2020-09-21,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2020-09-21,"BC","Vancouver Island","North Vancouver Island",0,0.43
2020-09-21,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-09-21,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-09-22,"BC","All","All",80,119.57
2020-09-22,"BC","Fraser","All",37,60.71
2020-09-22,"BC","Fraser","Fraser East",2,3.86
2020-09-22,"BC","Fraser","Fraser North",11,13.57
2020-09-22,"BC","Fraser","Fraser South",24,43.29
2020-09-22,"BC","Fraser","Unknown",0,0
2020-09-22,"BC","Interior","All",5,5
2020-09-22,"BC","Interior","East Kootenay",1,1.43
2020-09-22,"BC","Interior","Kootenay Boundary",0,0.43
2020-09-22,"BC","Interior","Okanagan",1,1.29
2020-09-22,"BC","Interior","Thompson Cariboo Shuswap",3,1.86
2020-09-22,"BC","Northern","All",9,5.29
2020-09-22,"BC","Northern","Northeast",0,1.29
2020-09-22,"BC","Northern","Northern Interior",6,2.57
2020-09-22,"BC","Northern","Northwest",3,1.43
2020-09-22,"BC","Northern","Unknown",0,0
2020-09-22,"BC","Vancouver Coastal","All",29,47.43
2020-09-22,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",6,10.14
2020-09-22,"BC","Vancouver Coastal","Richmond",0,3.29
2020-09-22,"BC","Vancouver Coastal","Unknown",0,0.14
2020-09-22,"BC","Vancouver Coastal","Vancouver",23,33.86
2020-09-22,"BC","Vancouver Island","All",0,1.14
2020-09-22,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2020-09-22,"BC","Vancouver Island","North Vancouver Island",0,0.43
2020-09-22,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-09-22,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-09-23,"BC","All","All",148,120.43
2020-09-23,"BC","Fraser","All",76,61.14
2020-09-23,"BC","Fraser","Fraser East",3,4.14
2020-09-23,"BC","Fraser","Fraser North",19,13.86
2020-09-23,"BC","Fraser","Fraser South",54,43.14
2020-09-23,"BC","Fraser","Unknown",0,0
2020-09-23,"BC","Interior","All",1,4.71
2020-09-23,"BC","Interior","East Kootenay",0,1.43
2020-09-23,"BC","Interior","Kootenay Boundary",1,0.43
2020-09-23,"BC","Interior","Okanagan",0,1.14
2020-09-23,"BC","Interior","Thompson Cariboo Shuswap",0,1.71
2020-09-23,"BC","Northern","All",8,5.86
2020-09-23,"BC","Northern","Northeast",3,1.29
2020-09-23,"BC","Northern","Northern Interior",3,2.86
2020-09-23,"BC","Northern","Northwest",2,1.71
2020-09-23,"BC","Northern","Unknown",0,0
2020-09-23,"BC","Vancouver Coastal","All",63,47.71
2020-09-23,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",14,11.29
2020-09-23,"BC","Vancouver Coastal","Richmond",5,3.43
2020-09-23,"BC","Vancouver Coastal","Unknown",1,0.14
2020-09-23,"BC","Vancouver Coastal","Vancouver",43,32.86
2020-09-23,"BC","Vancouver Island","All",0,1
2020-09-23,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2020-09-23,"BC","Vancouver Island","North Vancouver Island",0,0.43
2020-09-23,"BC","Vancouver Island","South Vancouver Island",0,0
2020-09-23,"Out of Canada","Out of Canada","Out of Canada",1,0.14
2020-09-24,"BC","All","All",80,110
2020-09-24,"BC","Fraser","All",37,54.86
2020-09-24,"BC","Fraser","Fraser East",0,3.29
2020-09-24,"BC","Fraser","Fraser North",13,14.43
2020-09-24,"BC","Fraser","Fraser South",24,37.14
2020-09-24,"BC","Fraser","Unknown",0,0
2020-09-24,"BC","Interior","All",2,4.71
2020-09-24,"BC","Interior","East Kootenay",0,1.29
2020-09-24,"BC","Interior","Kootenay Boundary",0,0.43
2020-09-24,"BC","Interior","Okanagan",1,1.29
2020-09-24,"BC","Interior","Thompson Cariboo Shuswap",1,1.71
2020-09-24,"BC","Northern","All",6,5.71
2020-09-24,"BC","Northern","Northeast",1,1
2020-09-24,"BC","Northern","Northern Interior",3,2.86
2020-09-24,"BC","Northern","Northwest",2,1.86
2020-09-24,"BC","Northern","Unknown",0,0
2020-09-24,"BC","Vancouver Coastal","All",34,43.57
2020-09-24,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",4,10
2020-09-24,"BC","Vancouver Coastal","Richmond",0,2.57
2020-09-24,"BC","Vancouver Coastal","Unknown",0,0.14
2020-09-24,"BC","Vancouver Coastal","Vancouver",30,30.86
2020-09-24,"BC","Vancouver Island","All",1,1.14
2020-09-24,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2020-09-24,"BC","Vancouver Island","North Vancouver Island",0,0.43
2020-09-24,"BC","Vancouver Island","South Vancouver Island",1,0.14
2020-09-24,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-09-25,"BC","All","All",98,105.43
2020-09-25,"BC","Fraser","All",36,51.86
2020-09-25,"BC","Fraser","Fraser East",4,3.43
2020-09-25,"BC","Fraser","Fraser North",12,14.71
2020-09-25,"BC","Fraser","Fraser South",20,33.71
2020-09-25,"BC","Fraser","Unknown",0,0
2020-09-25,"BC","Interior","All",3,3.43
2020-09-25,"BC","Interior","East Kootenay",0,0.71
2020-09-25,"BC","Interior","Kootenay Boundary",0,0.29
2020-09-25,"BC","Interior","Okanagan",3,1.14
2020-09-25,"BC","Interior","Thompson Cariboo Shuswap",0,1.29
2020-09-25,"BC","Northern","All",5,5.71
2020-09-25,"BC","Northern","Northeast",2,1.29
2020-09-25,"BC","Northern","Northern Interior",1,2.43
2020-09-25,"BC","Northern","Northwest",2,2
2020-09-25,"BC","Northern","Unknown",0,0
2020-09-25,"BC","Vancouver Coastal","All",52,43.57
2020-09-25,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",8,8.86
2020-09-25,"BC","Vancouver Coastal","Richmond",0,1.71
2020-09-25,"BC","Vancouver Coastal","Unknown",0,0.14
2020-09-25,"BC","Vancouver Coastal","Vancouver",44,32.86
2020-09-25,"BC","Vancouver Island","All",2,0.86
2020-09-25,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-09-25,"BC","Vancouver Island","North Vancouver Island",1,0.43
2020-09-25,"BC","Vancouver Island","South Vancouver Island",1,0.29
2020-09-25,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-09-26,"BC","All","All",116,106.57
